from,to,reprLat,reprLong,title,timePeriodsKeys,featureTypes
540775,540604,38.53,23.87,Euboea (island),"classical,modern",island
540775,540909,38.53,23.87,Euboea (island),"classical,modern",island
540775,540911,38.53,23.87,Euboea (island),"classical,modern",island
540775,543870,38.53,23.87,Euboea (island),"classical,modern",island
540775,543790,38.53,23.87,Euboea (island),"classical,modern",island
540775,543705,38.53,23.87,Euboea (island),"classical,modern",island
540775,543856,38.53,23.87,Euboea (island),"classical,modern",island
540775,579925,38.53,23.87,Euboea (island),"classical,modern",island
540775,540603,38.53,23.87,Euboea (island),"classical,modern",island
540775,543619,38.53,23.87,Euboea (island),"classical,modern",island
540775,541117,38.53,23.87,Euboea (island),"classical,modern",island
540775,570462,38.53,23.87,Euboea (island),"classical,modern",island
540775,540736,38.53,23.87,Euboea (island),"classical,modern",island
540775,543636,38.53,23.87,Euboea (island),"classical,modern",island
540775,543732,38.53,23.87,Euboea (island),"classical,modern",island
540775,543620,38.53,23.87,Euboea (island),"classical,modern",island
540775,448145857,38.53,23.87,Euboea (island),"classical,modern",island
540775,638269272,38.53,23.87,Euboea (island),"classical,modern",island
540780,1046,38.3288971,21.5193991,Euenos (river),modern,river
540780,540999,38.3288971,21.5193991,Euenos (river),modern,river
540784,540923,39.820808,22.828885,Eurymenai,"hellenistic-republican,roman,late-antique",settlement
540787,540689,38.268249,23.20466,Eutresis,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540789,464482221,38.4840513,23.1819137,Gla,"late-helladic,classical,hellenistic-republican","settlement, fort"
540791,540689,38.378178,23.390503,Glisas,"archaic,classical,hellenistic-republican,roman",settlement
540792,540815,39.436045,21.676806,Gomphoi,"classical,hellenistic-republican,roman,late-antique",settlement
540797,48050879,38.401105,24.15984,Grynchai,"archaic,classical,hellenistic-republican,roman",settlement
540801,540689,38.380377,23.0984383333,Haliartos,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540802,540591,38.387478,21.502502,Halikyrna,"archaic,classical,hellenistic-republican,roman",settlement
540810,541024,39.201475,23.593248,Helleniko,"classical,hellenistic-republican",fort
540815,530787,39.75,21.75,Hestiaiotis,,region
540815,541163,39.75,21.75,Hestiaiotis,,region
540815,541041,39.75,21.75,Hestiaiotis,,region
540815,540792,39.75,21.75,Hestiaiotis,,region
540819,540923,39.892971,22.639815,Homolion,"archaic,classical,hellenistic-republican,late-antique",settlement
540829,540591,38.3493168667,21.6251198,(Hypo)Chalkis,"archaic,classical,hellenistic-republican,late-antique,modern",settlement
540837,540923,39.366305,22.96886,Iolkos,"archaic,classical,hellenistic-republican,late-antique",settlement
540849,540591,38.5489459,22.1673488,Kallipolis,"archaic,classical,hellenistic-republican,roman,late-antique,modern","settlement, fort"
540856,540923,39.5728,22.9114,Kasthaneia,"archaic,classical,hellenistic-republican",settlement
540860,541093,38.85,24.56,Kephissos (river),"classical,hellenistic-republican,roman",river
540865,541024,39.176667,23.624204,Khondro Teikhos,classical,temple
540881,540923,39.309659,23.107281,Korope,"archaic,classical,hellenistic-republican,roman",settlement
540881,540649,39.309659,23.107281,Korope,"archaic,classical,hellenistic-republican,roman",settlement
540887,541093,38.843915,24.557225,Kresion,"classical,hellenistic-republican,roman,late-antique",settlement
540890,541137,39.2744684682,22.7799128017,Krokrion Pedion,,plain
540891,540591,38.4545887,21.9745029,Krokyleion?,"classical,hellenistic-republican,roman,modern",settlement
540901,540923,39.623885,22.546229,Lakereia,archaic,settlement
540904,540585,38.955227,22.8448235,Larisa Kremaste/Pelasgia,"classical,hellenistic-republican,roman,late-antique","settlement, fort"
540905,942647938,39.634851,22.42097025,Larissa,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540905,942647940,39.634851,22.42097025,Larissa,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540909,540775,38.411782,23.682171,Lefkandi,archaic,settlement
540911,540775,38.25,23.75,Lelant(i)on Pedion,modern,plain
540913,540689,38.2544053,23.1821091,Leuktra,"classical,hellenistic-republican,roman,modern","settlement, settlement-modern"
540913,680601466,38.2544053,23.1821091,Leuktra,"classical,hellenistic-republican,roman,modern","settlement, settlement-modern"
540914,540591,38.530586825,22.201228375,Lidorikion,"archaic,classical,hellenistic-republican,modern",settlement
540915,177302800,38.6319828,22.5012665,Lilaia,"classical,hellenistic-republican,roman",settlement
540923,540993,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,540784,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,543784,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,540856,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,541110,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,599778,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,541022,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,541085,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,540881,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,543819,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,540730,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,540819,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,540997,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,541021,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,540901,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,540837,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,540946,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,543891,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,543654,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540923,540979,39.5101969692,22.9193921,Magnesia (region),"classical,hellenistic-republican",region
540926,564394244,38.9573265,22.1235505,Makra Kome,"classical,hellenistic-republican,modern","settlement, fort"
540929,541052,38.8678937,22.6337672,Maliacus Sinus,modern,water-open
540929,560221,38.8678937,22.6337672,Maliacus Sinus,modern,water-open
540929,541140,38.8678937,22.6337672,Maliacus Sinus,modern,water-open
540937,541024,39.19453,23.593394,Mauragani,"classical,hellenistic-republican",fort
540945,540591,38.524215,21.581824,Metapa,"classical,hellenistic-republican,roman,late-antique",settlement
540946,540923,39.327998,23.069231,Methone (Magnesian),"archaic,classical,hellenistic-republican",settlement
540947,359707097,39.33861325,21.83866205,Metropolis,"archaic,classical,hellenistic-republican,roman",settlement
540948,267084998,38.388044,21.757727,Molykreion?,"archaic,classical,hellenistic-republican,roman",settlement
540960,570181,38.399726,21.831267,Naupactus,"classical,hellenistic-republican,roman,late-antique",settlement
540961,540999,38.4152221307,21.4093828688,Nea Pleuron,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540970,540591,38.9083155,21.76508515,Oichalia,"classical,hellenistic-republican,roman,modern",settlement
540979,540923,39.128079,23.21081,Olizon,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540981,334787768,39.89278,22.215715,Olooson,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540984,499970655,38.373269,23.150267,Onchestos,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540984,235166067,38.373269,23.150267,Onchestos,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540987,540689,38.4945753333,22.978315,Orchomenos/Orchomenus,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540987,297166731,38.4945753333,22.978315,Orchomenos/Orchomenus,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540992,334787768,39.708507,22.193106,Orthe/Phalanna,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
540993,540923,39.7957751,22.6851958,Ossa (mountain range),"classical,hellenistic-republican,roman,modern",mountain
540997,540923,39.25,23.0,Pagasaeus/Demetriacus Sinus,modern,water-open
540997,540713,39.25,23.0,Pagasaeus/Demetriacus Sinus,modern,water-open
540999,540780,38.394477,21.418785,Palaia Pleuron,"archaic,classical,hellenistic-republican",settlement
540999,530768,38.394477,21.418785,Palaia Pleuron,"archaic,classical,hellenistic-republican",settlement
540999,221452152,38.394477,21.418785,Palaia Pleuron,"archaic,classical,hellenistic-republican",settlement
541010,541024,39.25,23.75,Panormos,"archaic,classical,hellenistic-republican,roman",unknown
541012,203037083,38.535435,22.621902,Parnassus M.,modern,mountain
541021,540923,39.438611,23.046389,Pelion (mountain),modern,mountain
541021,541178,39.438611,23.046389,Pelion (mountain),modern,mountain
541022,540923,39.6693508315,22.1704627726,Peneios (river),modern,river
541022,543837,39.6693508315,22.1704627726,Peneios (river),modern,river
541023,541024,39.119096,23.719616,Peparethos,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
541024,599944,39.116667,23.716667,Peparethus (island),"late-antique,modern",island
541024,540937,39.116667,23.716667,Peparethus (island),"late-antique,modern",island
541024,541094,39.116667,23.716667,Peparethus (island),"late-antique,modern",island
541024,541010,39.116667,23.716667,Peparethus (island),"late-antique,modern",island
541024,541101,39.116667,23.716667,Peparethus (island),"late-antique,modern",island
541024,540865,39.116667,23.716667,Peparethus (island),"late-antique,modern",island
541024,541023,39.116667,23.716667,Peparethus (island),"late-antique,modern",island
541024,541071,39.116667,23.716667,Peparethus (island),"late-antique,modern",island
541024,540810,39.116667,23.716667,Peparethus (island),"late-antique,modern",island
541041,540815,39.5679935,22.00854075,Pharkadon,"classical,hellenistic-republican,roman,modern","settlement, settlement-modern"
541052,540929,38.8678937,22.6337672,Phthiotis,,unknown
541062,481726,40.044861,20.8380555,Pindus (mountain range),"roman,modern",mountain
541062,530807,40.044861,20.8380555,Pindus (mountain range),"roman,modern",mountain
541069,540591,38.437246,22.01355,Poteidania,"classical,hellenistic-republican",settlement
541071,541024,39.204607,23.60514,Priounos,"classical,hellenistic-republican",fort
541073,540585,39.241243,22.297255,Proerna,"archaic,classical,hellenistic-republican",settlement
541085,540923,39.807258,22.823639,Rhizous,"classical,hellenistic-republican,roman",settlement
541089,599944,39.0746022,24.1032118,Scandira (island),modern,island
541093,599944,38.85,24.56,Scyrus (island),modern,island
541093,540887,38.85,24.56,Scyrus (island),modern,island
541093,540860,38.85,24.56,Scyrus (island),modern,island
541093,541108,38.85,24.56,Scyrus (island),modern,island
541093,543604,38.85,24.56,Scyrus (island),modern,island
541094,541024,39.165174,23.616184,Selinous,"archaic,classical,hellenistic-republican,roman",settlement
541101,541024,39.197289,23.607787,Sindouka,"classical,hellenistic-republican",fort
541108,541093,38.902984,24.565356,Skyros,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
541110,540923,39.183477,23.225085,Spalauthra,"archaic,hellenistic-republican",settlement
541117,540775,38.1459789,24.2620391,Styra,"archaic,classical,hellenistic-republican","settlement, port"
541127,540591,38.487697,21.993553,Teichion?,"classical,hellenistic-republican",fort
541137,540890,39.2736618325,22.7745173719,Thebai Phthiotides,"archaic,classical,hellenistic-republican,roman,late-antique","theatre, city-wall, wall-2, settlement, fort"
541138,540689,38.319156,23.317577,Thebai/Thebae,"archaic,classical,hellenistic-republican,roman,late-antique,modern",settlement
541138,239936126,38.319156,23.317577,Thebai/Thebae,"archaic,classical,hellenistic-republican,roman,late-antique,modern",settlement
541139,540591,38.558783,21.667571,Thermon,"archaic,classical,hellenistic-republican,roman",settlement
541139,502254148,38.558783,21.667571,Thermon,"archaic,classical,hellenistic-republican,roman",settlement
541139,728329645,38.558783,21.667571,Thermon,"archaic,classical,hellenistic-republican,roman",settlement
541140,540929,38.796,22.543644,Thermopylae,"classical,hellenistic-republican,roman,modern","fort, pass"
541146,540689,38.2608866667,22.967793,Thisbe,"archaic,classical,hellenistic-republican,roman,late-antique","settlement, church"
541146,541337,38.2608866667,22.967793,Thisbe,"archaic,classical,hellenistic-republican,roman,late-antique","settlement, church"
541163,540815,39.568904,21.782998,Trikka,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
541174,540585,39.03837,22.267678,Xyniai,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
541174,541175,39.03837,22.267678,Xyniai,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
541175,541174,39.03837,22.267678,Xynias L.,,lake
541178,541021,39.25,23.25,"Zeus Akraios, T.","classical,hellenistic-republican,roman","sanctuary, temple-2"
541179,540689,38.4012,23.413552,"Zeus Hypatos, T.","classical,hellenistic-republican,roman,late-antique",temple-2
541337,541146,38.2608866667,22.967793,Untitled,"hellenistic-republican,roman",unknown
543604,541093,38.85,24.56,Achilleion,hellenistic-republican,unlocated
543619,540775,,,Akra,,settlement
543620,540775,,,Akragas,,settlement
543636,540775,,,Ares,,settlement
543654,540923,,,Boibe,"archaic,hellenistic-republican,roman","unlocated, settlement"
543664,1332,,,Castana,roman,settlement
543684,540585,,,Dion/Orchomenos,,settlement
543705,540775,,,Euboia (settlement),,settlement
543732,540775,,,Ionia (settlement),,settlement
543756,540585,,,Koroneia,"archaic,classical,hellenistic-republican,roman",settlement
543784,540923,,,Meliboia,"archaic,classical,hellenistic-republican,roman","unlocated, settlement"
543790,540775,,,Metropolis,,settlement
543815,540591,38.75,21.25,Olenon,,"unlocated, settlement"
543819,540923,,,Ormenion/Orminion,,unlocated
543837,541022,,,Phakion,,unlocated
543856,540775,,,Pyrrha,roman,settlement
543870,540775,,,Sphekeia,hellenistic-republican,unlocated
543884,540689,,,Thermodon (river),"classical,hellenistic-republican,roman","unlocated, river"
543891,540923,39.75,22.75,Tisaion (mountain),"hellenistic-republican,roman,modern","unlocated, mountain"
550398,550944,39.813107,26.164143,Achaiion,"archaic,classical,hellenistic-republican,roman",settlement
550399,550406,38.858153,27.039491,Achaion Limen,"hellenistic-republican,roman",settlement
550399,550756,38.858153,27.039491,Achaion Limen,"hellenistic-republican,roman",settlement
550399,550555,38.858153,27.039491,Achaion Limen,"hellenistic-republican,roman",settlement
550399,45635759,38.858153,27.039491,Achaion Limen,"hellenistic-republican,roman",settlement
550401,550944,39.914982,26.1511315,Achilleion,"archaic,classical,hellenistic-republican,roman",settlement
550402,550567,39.43,26.55,Adramyttenos/Idaios Sinus,"hellenistic-republican,roman,modern",water-open
550404,550406,38.83379,27.19367,Aegae,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
550404,177302800,38.83379,27.19367,Aegae,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
550406,837,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,177302800,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,550833,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,550449,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,550823,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,550756,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,550773,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,554178,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,550555,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,550597,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,550404,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,80227978,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,550506,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,550399,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550406,550908,38.80993465,26.99339195,Aeolis,"archaic,classical,hellenistic-republican,roman",region
550408,550696,39.028604,26.611272,Ag. Georgios,"archaic,classical",settlement
550410,550696,39.103268,26.514728,Ag. Nikolaos,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
550428,550485,38.572215,28.044921,Alyattes,"archaic,classical",tumulus
550429,550497,38.57414,26.038491,Amades,"classical,hellenistic-republican",settlement
550430,550696,39.288836,26.175303,Ametelle,"archaic,classical,hellenistic-republican",fort
550432,550871,39.75,26.75,Andiros (river),"hellenistic-republican,roman",river
550433,550944,39.5785,26.791496,Antandros,"archaic,classical,hellenistic-republican",settlement
550434,550944,39.7564735,26.1547495,Antigoneia/(Col. Augusta) Alexandria Troas,"hellenistic-republican,roman,late-antique",settlement
550435,550696,39.2913819681,26.0189864997,Antissa,"archaic,classical,hellenistic-republican,roman,modern",settlement
550436,550696,39.109674,26.533825,Ano Latomeia Kourtzi,"classical,late-antique",quarry
550446,550696,39.124663,26.09836,Apotheke,"archaic,classical,hellenistic-republican,roman","monument, fort"
550449,550406,39.00699,26.78548,Arginous(s)ai Inss.,"classical,hellenistic-republican,modern","archipelago, island"
550453,550497,38.75,25.75,Arios M.,,mountain
550457,550696,39.186197,26.492181,"Artemis Thermia, T.","archaic,classical,hellenistic-republican,roman",sanctuary
550459,550812,39.1188684912,27.1656303932,Asklepieion,"hellenistic-republican,hellenistic-roman-early-empire,roman","sanctuary, bath, spring, settlement, architecturalcomplex"
550459,837,39.1188684912,27.1656303932,Asklepieion,"hellenistic-republican,hellenistic-roman-early-empire,roman","sanctuary, bath, spring, settlement, architecturalcomplex"
550459,550759,39.1188684912,27.1656303932,Asklepieion,"hellenistic-republican,hellenistic-roman-early-empire,roman","sanctuary, bath, spring, settlement, architecturalcomplex"
550463,550944,39.490601,26.337061,Assos/Apollonia,"archaic,classical,hellenistic-republican,roman,late-antique,modern",settlement
550472,177302800,39.25,27.75,Attaleia,"hellenistic-republican,roman,late-antique",labeled feature
550476,550497,38.381235,26.0240005,Augonema,"classical,hellenistic-republican,roman",settlement
550484,550696,39.142847,26.11375,Bigla tou Aetou,"archaic,classical",fort
550485,550557,38.580293,28.008994,Bin Tepe,"archaic,classical,hellenistic-republican",tumulus
550485,550428,38.580293,28.008994,Bin Tepe,"archaic,classical,hellenistic-republican",tumulus
550486,550944,39.95,26.38333,Birytis?,"classical,hellenistic-republican,late-antique-late-byzantine,modern","settlement, settlement-modern"
550491,609550,38.9471678,27.0057354,Caicus (river),"classical,hellenistic-republican,roman,modern",river
550491,550525,38.9471678,27.0057354,Caicus (river),"classical,hellenistic-republican,roman,modern",river
550491,177302800,38.9471678,27.0057354,Caicus (river),"classical,hellenistic-republican,roman,modern",river
550491,550701,38.9471678,27.0057354,Caicus (river),"classical,hellenistic-republican,roman,modern",river
550492,560221,38.0304732,27.4412386,Cayster (river),"archaic,classical,hellenistic-republican,roman,late-antique,modern",river
550492,380702854,38.0304732,27.4412386,Cayster (river),"archaic,classical,hellenistic-republican,roman,late-antique,modern",river
550492,550828,38.0304732,27.4412386,Cayster (river),"archaic,classical,hellenistic-republican,roman,late-antique,modern",river
550496,735295266,38.37641,26.1342335,Chios,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
550496,550497,38.37641,26.1342335,Chios,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
550497,560221,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,554294,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550530,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550619,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550655,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550809,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550518,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550727,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550923,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550743,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550718,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550739,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550819,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550699,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550453,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,514403427,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550512,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550429,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550527,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550820,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550496,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550765,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550915,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,550476,38.414,26.053,Chios (island),"classical,roman,modern",island
550497,817324525,38.414,26.053,Chios (island),"classical,roman,modern",island
550500,550944,39.521256,26.082881,Chrysa,"archaic,classical,hellenistic-republican",settlement
550506,550406,38.760689,26.9392185,Cyme,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
550506,550826,38.760689,26.9392185,Cyme,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
550506,177302800,38.760689,26.9392185,Cyme,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
550506,80227978,38.760689,26.9392185,Cyme,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
550509,550696,39.088959,26.222111,Damandri,"classical,hellenistic-republican",settlement
550512,550497,38.496316,26.120076,Delphinion,"classical,hellenistic-republican","settlement, fort"
550514,550696,39.015443,26.166973,"Dionysos Bresagenes, T.","archaic,classical,hellenistic-republican,roman,late-antique",temple-2
550518,550497,38.174089,26.004975,Dotion,"hellenistic-republican,roman",villa
550520,550696,39.286013,26.295323,Drakou Pedema,"classical,hellenistic-republican",fort
550523,177302800,38.941644,27.055256,Elaea,"archaic,classical,hellenistic-republican,roman,late-antique",settlement
550525,550491,38.8666685,26.9166685,Elaitikos Sinus,"hellenistic-republican,roman,modern",water-open
550527,550497,38.400924,25.987829,Elinta,"classical,hellenistic-republican,roman",settlement
550530,550497,38.196671,26.020246,Emporio,archaic,settlement
550535,735295266,38.382361,26.47994,Erythrai,"classical,hellenistic-republican,roman,late-antique","settlement, port"
550543,550864,39.081113,26.065514,Garbias,"classical,hellenistic-republican,roman,late-antique",settlement
550544,550944,39.535451,26.542854,Gargara,"classical,hellenistic-republican,roman,late-antique",settlement
550546,550944,39.876943,26.279146,Gentinos?,"hellenistic-republican,roman",settlement
550547,550944,39.898491,26.609255,Gergis,"archaic,classical,hellenistic-republican,late-antique",settlement
550548,177302800,39.184733,27.694738,Gergitha?,"hellenistic-republican,roman",settlement
550555,550406,38.874665,27.069173,Gryneion,"hellenistic-republican,roman",settlement
550555,550399,38.874665,27.069173,Gryneion,"hellenistic-republican,roman",settlement
550557,550485,38.551797,27.991584,Gyges,"archaic,classical",tumulus
756231346,423025,41.8944448,12.4784041,Crypta Balbi,"roman,late-antique","tomb, theatre"
756231346,422863,41.8944448,12.4784041,Crypta Balbi,"roman,late-antique","tomb, theatre"
367835399,423025,41.889444,12.482778,Ianus Quadrifons,"late-antique,modern",arch
367835399,432833118,41.889444,12.482778,Ianus Quadrifons,"late-antique,modern",arch
367835399,207271756,41.889444,12.482778,Ianus Quadrifons,"late-antique,modern",arch
439693240,638776,36.9387106,31.1726094,Roman theater of Aspendos,roman,theatre
773739435,520998,41.005444,28.9746077,Hippodrome of Constantinople,"late-antique,mediaeval-byzantine","circus, monument"
773739435,820631036,41.005444,28.9746077,Hippodrome of Constantinople,"late-antique,mediaeval-byzantine","circus, monument"
177523747,570122,37.4217118009,22.2503041398,Agios Elias Doric temple,"archaic,classical,hellenistic-republican,roman",temple-2
648012834,432703,41.4080217,12.764754,Torre Astura,mediaeval-byzantine,fort
455597764,512867195,54.9893535,-2.352226,Barcombe Hill Roman Quarry,roman-britain,mine
612196406,91358,54.978179,-2.639966,Coombe Crag Roman Quarry,roman-britain,mine
923690483,413248,43.11442256,12.3896647549,Arco Etrusco,"hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern",city-gate
580698596,413248,43.1086382499,12.3857001501,Porta Eburnea,"hellenistic-republican,roman,late-antique,mediaeval-byzantine,modern",city-gate
662780373,79574,51.509172,-0.058444,Shadwell Roman Bathhouse,roman-britain,bath
857762,857171,41.1802622,36.7190803,Untitled,"roman,late-antique",bridge
860795,857287,,,Chabak(t)a,roman,"unlocated, settlement"
860834,857239,,,Untitled,"classical,hellenistic-republican",unlocated
860849,860850,,,Philyreis Ins.,hellenistic-republican,"unlocated, island"
860850,860849,,,Untitled,"hellenistic-republican,roman,late-antique",people
857015,1224,40.8877953,41.7156362,Akampsis (river),"classical,hellenistic-republican,roman,late-antique,modern",river
857018,502142298,40.66680835,35.82794385,Amaseia,"middle-bronze-age-anatolia,1200-bc-middle-east,hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,late-antique-late-byzantine,proto-byzantine,early-byzantine,abassid-middle-east,middle-byzantine,rum-crusader-anatolia,crusader-byzantine-seljuq-middle-east,ilkhanate-middle-east,mongol-middle-east,ottoman-rise,timurid-middle-east,early-ottoman-empire,1500-ad-middle-east,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east",settlement
857018,650870018,40.66680835,35.82794385,Amaseia,"middle-bronze-age-anatolia,1200-bc-middle-east,hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,late-antique-late-byzantine,proto-byzantine,early-byzantine,abassid-middle-east,middle-byzantine,rum-crusader-anatolia,crusader-byzantine-seljuq-middle-east,ilkhanate-middle-east,mongol-middle-east,ottoman-rise,timurid-middle-east,early-ottoman-empire,1500-ad-middle-east,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east",settlement
857018,825080162,40.66680835,35.82794385,Amaseia,"middle-bronze-age-anatolia,1200-bc-middle-east,hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,late-antique-late-byzantine,proto-byzantine,early-byzantine,abassid-middle-east,middle-byzantine,rum-crusader-anatolia,crusader-byzantine-seljuq-middle-east,ilkhanate-middle-east,mongol-middle-east,ottoman-rise,timurid-middle-east,early-ottoman-empire,1500-ad-middle-east,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east",settlement
857095,857171,40.3754499,36.61952005,Comana Pontica/Hierocaesarea,"hellenistic-republican,roman,late-antique",settlement
857148,1224,43.0786852,34.7425505,Halys (river),"middle-bronze-age-anatolia,middle-hittite-anatolia,early-iron-age-anatolia,1200-bc-middle-east,middle-late-iron-age-anatolia,classical,achaemenid-middle-east,hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,late-antique-late-byzantine,early-byzantine,abassid-middle-east,middle-byzantine,rum-crusader-anatolia,crusader-byzantine-seljuq-middle-east,ottoman-rise,early-ottoman-empire,perso-ottoman-russian-caucasus,late-ottoman-empire,modern,modern-middle-east","settlement, river"
