source,target,type
570504,109791198,type2
570528,104777482,type2
570530,570102,type2
570531,584889481,type2
570531,728329643,type2
570531,582667283,type2
570531,316294900,type1
570532,570098,type1
570535,570102,type1
570540,570577,type1
570546,570475,type1
570551,570123,type1
570551,570733,type1
570555,570577,type1
570555,570556,type1
570556,570577,type1
570556,570181,type1
570556,570555,type1
570561,570406,type1
570567,104777482,type1
570574,570475,type1
570576,570028,type1
570576,104777482,type1
570577,570184,type1
570577,570181,type1
570577,570654,type1
570577,570103,type1
570577,570495,type1
570577,570407,type1
570577,570123,type1
570577,570185,type1
570577,570175,type1
570577,570455,type1
570577,570483,type1
570577,570487,type1
570577,570540,type1
570577,570555,type1
570577,570556,type1
570577,570028,type1
570577,570371,type1
570577,570390,type1
570577,570702,type1
570577,570703,type1
570577,570756,type1
570577,570067,type1
570577,570096,type1
570577,570101,type1
570577,570104,type1
570577,570182,type1
570577,570229,type1
570577,570274,type1
570577,570310,type1
570577,570733,type1
570578,570475,type1
570596,104777482,type1
570598,570102,type1
570598,570148,type1
570602,573110,type1
570602,573280,type1
570626,570475,type1
570632,570475,type1
570644,570475,type1
570648,570475,type1
570653,570754,type1
570653,573266,type1
570654,560221,type1
570654,580069,type1
570654,579959,type1
570654,580094,type1
570654,580101,type1
570654,570325,type1
570654,570577,type1
570654,131418574,type1
570654,579844,type1
570654,570104,type1
570654,579953,type1
570654,570132,type1
570654,570347,type1
570654,570150,type1
570654,580062,type1
570668,104777482,type1
570670,570348,type1
570673,570186,type1
570685,570406,type1
570685,570248,type1
570685,139216315,type1
570689,570475,type1
570692,570475,type1
570696,324369908,type1
570696,958299306,type1
570700,570028,type1
570702,570577,type1
570702,570703,type1
570703,570407,type2
570703,570123,type2
570703,570577,type2
570703,570702,type2
570706,570406,type2
570707,570102,type2
570707,288803012,type2
570707,953624202,type2
570711,570180,type2
570711,755162814,type2
570711,755162815,type2
570723,570477,type2
570731,570348,type2
570733,570480,type2
570733,570551,type2
570733,570577,type2
570740,570104,type2
570743,570408,type2
570747,570348,type2
570748,570475,type2
570752,570495,type2
570754,573206,type2
570754,573354,type2
570754,570653,type2
570755,104777482,type2
570756,570104,type2
570756,570577,type2
570763,570348,type2
570764,570441,type2
570764,573238,type2
570764,424010351,type2
570764,535233377,type2
573048,570202,type2
573048,570480,type2
573049,570754,type2
573086,69536363,type2
573086,570424,type2
573110,570602,type2
573113,570423,type2
573155,573541,type2
573160,570231,type2
573169,570391,type1
573206,570754,type1
573208,570409,type1
573222,573541,type1
573222,570706,type1
573224,570754,type1
573224,570653,type1
573238,570441,type1
573238,570764,type1
573266,570653,type1
573280,570602,type1
573309,570441,type1
573318,570228,type1
573354,570754,type1
573409,570104,type1
573455,570186,type1
573474,570104,type1
573474,570424,type1
573474,69536363,type1
573474,573475,type1
573475,570104,type1
573475,570424,type1
573475,573474,type1
573475,69536363,type1
573475,275941309,type1
573541,570706,type1
573541,573222,type1
573541,573155,type1
573551,570449,type2
579844,570654,type2
579844,177302800,type2
579844,579872,type2
579844,585971,type2
579846,579959,type2
579853,579844,type2
579863,579888,type2
579872,579844,type2
579878,579940,type2
579879,579888,type2
579885,579888,type1
579885,585128,type1
579885,728329644,type1
579885,235795850,type1
579885,580123,type1
579885,813654446,type1
579885,580062,type1
579885,968858713,type1
579885,935764097,type1
579885,146086514,type1
579885,97294452,type1
579885,720198157,type1
579885,954340915,type1
579885,773761100,type1
579885,807514119,type1
579885,649966334,type1
579885,649966335,type2
579885,168254096,type2
579885,759679649,type2
579885,969121823,type2
579885,580051,type2
579885,122572945,type2
579885,277534797,type2
579885,310115518,type2
579885,638356144,type2
579885,558659669,type2
579885,750203268,type2
579885,650003009,type2
579886,580101,type2
579888,579938,type2
579888,580046,type2
579888,560221,type1
579888,745058964,type1
579888,580097,type1
579888,585903,type1
579888,580129,type1
579888,579863,type1
579888,579879,type1
579888,579885,type1
579888,540756,type1
579888,579958,type1
579896,580101,type1
579903,580062,type1
579907,164618020,type1
579910,579920,type1
579910,935032928,type1
579910,408217405,type1
579920,935032928,type1
579920,585954,type1
579920,408217405,type1
579925,540775,type1
579925,337621961,type1
579925,462127127,type1
579931,560221,type1
579938,745058964,type1
579938,579888,type1
579940,579878,type1
579942,580062,type1
579948,580028,type1
579953,570654,type1
579955,580056,type1
579955,583620,type1
579958,579888,type1
579958,982593692,type1
579959,570654,type1
579959,579846,type1
579959,277534797,type1
579966,580062,type1
579979,745058964,type1
579988,580062,type1
580010,963101174,type1
580010,963101170,type1
580010,963101176,type1
580010,963101171,type1
580010,585931,type1
580010,585891,type1
580010,583623,type1
580010,963101172,type1
580010,585894,type1
580010,963101173,type1
580010,963101175,type1
580021,580117,type1
580021,580022,type1
580022,580091,type1
580022,580117,type1
580022,580021,type1
580022,580125,type1
580022,580039,type1
580022,580106,type1
580028,580022,type1
580029,580062,type1
580034,137893603,type1
580039,580022,type1
580039,580117,type1
580046,579888,type2
580051,579885,type2
580056,579955,type2
580060,582108,type2
580062,579966,type2
580062,579988,type2
580062,570654,type2
580062,579903,type2
580062,580078,type2
580062,582867,type2
580062,582868,type2
580062,580029,type1
580062,580136,type1
580062,579885,type1
580062,116035285,type1
580062,487072545,type1
580062,579942,type1
580062,58858515,type1
580062,585128,type1
580065,963101135,type1
580065,963101134,type1
580065,963101133,type1
580065,583621,type1
580065,963101132,type1
580065,963101136,type1
580065,585919,type1
580069,570654,type1
580071,580072,type1
580072,580071,type1
580072,397011004,type1
580072,585128,type1
580078,580062,type1
580080,580081,type1
580081,580080,type1
580086,580107,type1
580091,580022,type1
580091,580117,type1
580092,745058964,type1
580094,570654,type1
580097,579888,type1
580100,580101,type1
580101,570654,type1
580101,579896,type1
580106,580022,type1
580107,580086,type1
580107,925825062,type1
580107,925825063,type1
580114,540672,type1
580114,540689,type1
580117,580022,type1
580119,745058964,type1
580119,772835485,type1
580119,375191030,type1
580119,503211161,type1
580123,579885,type1
580125,580022,type1
580125,580117,type1
580129,579888,type1
580136,580062,type1
582108,580060,type1
582867,580062,type1
582868,487072545,type1
582868,580062,type1
583620,579955,type1
583621,580065,type1
583623,580010,type1
585128,580062,type1
585128,580072,type1
585128,579885,type1
585891,580010,type1
585894,580010,type1
585903,579888,type1
585919,580065,type1
652231746,423127,type1
828989863,707596,type1
437137448,491687,type1
937106860,678215,type1
814448537,599528,type1
990721366,356966898,type1
323580407,423072,type1
323580407,14626469,type1
323041298,695491849,type1
323041298,423025,type1
13850440,736904,type1
439136375,894019,type1
509089189,105470541,type1
969838059,266036,type1
437204184,383579,type1
893570731,79534,type1
698411340,128376,type1
694724623,442642,type1
525258361,256155,type1
723991750,256155,type1
379316151,197130,type1
569089650,403291,type1
488345053,413124,type1
139971323,413125,type1
827074678,413125,type1
969223180,109414,type1
762595495,501482,type1
359707097,540947,type1
245122016,678106,type1
2604669,550812,type1
146849991,550812,type1
834862588,197524,type1
834862589,491741,type1
444468888,383603,type1
990688484,961873,type1
935832829,961873,type1
991964195,837,type1
283602441,837,type1
283602441,614962220,type1
283602441,30509704,type1
283602441,48167301,type1
283602441,478681498,type1
192519947,707617,type1
588236457,108894,type1
151157248,108894,type1
627230788,256231,type1
9324677,506349985,type1
767060410,79601,type1
650320273,412342122,type1
650320274,412342122,type1
650320274,650320273,type1
125119394,423025,type1
963441586,462487,type1
386176625,462373,type1
674361719,442962448,type1
674361719,599695861,type1
220487220,413036,type1
220487222,413036,type1
74879589,266036,type1
980746932,266036,type1
226040114,413288,type1
747857719,167859,type1
310024671,383579,type1
179717289,383579,type1
179717291,383579,type1
135386091,128376,type1
480038469,265849,type1
817071134,442640,type1
553647616,256155,type1
121654605,197130,type1
371761216,344448,type1
165453294,344448,type1
153271174,79602,type1
336528878,403291,type1
15230116,403291,type1
15230118,403291,type1
292680658,413332,type1
723366820,422859,type1
424267586,422859,type1
557760948,413125,type1
953624202,570707,type1
328868135,432782,type1
89759493,472014,type1
89759493,471899,type1
234635789,423116,type1
934591702,207271757,type1
934591703,432833118,type1
934591703,423025,type1
934591703,335461216,type1
376191071,423025,type1
107524051,570316,type1
513030903,570316,type1
135962387,197488,type1
819299274,756512,type1
602634774,756512,type1
87367170,109215,type1
87367171,570423,type1
462147,462492,type1
462149,462492,type1
462151,462492,type1
462152,462492,type1
462153,462492,type1
462153,916046175,type1
462153,528052483,type1
462154,462492,type1
462156,462492,type1
462157,462494,type1
462159,462492,type1
462161,462492,type1
462162,462492,type1
462163,462492,type1
462164,462492,type1
462166,462492,type1
462167,462168,type1
462167,462168,type1
462168,1043,type1
462168,462167,type1
462168,662780947,type1
462168,273840229,type1
462169,462492,type1
462170,462492,type2
462171,462492,type2
462173,462492,type2
462174,462492,type2
462175,462492,type2
462176,462492,type2
462177,462178,type2
462177,462492,type2
462178,462177,type2
462179,462492,type2
462184,462492,type1
462185,462492,type1
462186,462076,type1
462187,462193,type1
462187,462492,type1
462188,462492,type1
462191,462492,type1
462193,462492,type1
462193,462492,type1
462193,462487,type1
462193,465941,type1
462193,462227,type1
462193,462187,type1
462193,462197,type1
462193,462258,type1
462193,462201,type1
462194,462492,type1
462195,462492,type1
462197,462492,type1
462197,462193,type1
462197,462256,type1
462198,462492,type1
462199,462076,type1
462201,462193,type1
462201,462492,type1
462202,462492,type1
462203,462492,type1
462204,462503,type1
462204,462492,type1
462206,462492,type1
462208,462492,type1
462209,462492,type1
462210,462492,type1
462213,1043,type1
462213,170572802,type1
462213,62131047,type1
462213,462462,type1
462213,364392646,type1
462214,462492,type1
462214,462215,type1
462214,318445896,type1
462215,462214,type1
462216,462492,type1
462217,462492,type1
462218,462311,type1
462220,462492,type1
462221,462492,type1
462222,462492,type1
462223,462492,type1
462225,462492,type1
462225,157243532,type1
462227,462492,type1
462227,462193,type1
462227,119040454,type1
462228,462492,type1
462229,462237,type1
462229,462337,type1
417304347,472014,type1
562472667,971882,type1
453887876,472014,type1
453887877,472014,type1
239936126,541138,type1
66376536,550867,type1
594242500,197446,type1
594242502,197501,type1
925825061,109298,type1
925825062,580107,type1
925825063,580107,type1
893595278,91358,type1
893595278,89311,type1
836839127,786017,type1
836839127,188894567,type1
836839127,447634115,type1
836839127,699487909,type1
836839127,384697574,type1
836839127,523134405,type1
836839127,963047542,type1
836839127,21234998,type1
836839127,321318358,type1
836839127,779439862,type1
534964140,362814927,type1
534964140,998821004,type1
779439862,836839127,type1
311205627,462067,type1
311205627,462492,type1
987039111,422808,type1
987039111,74935822,type1
987039111,423048,type1
987039111,423025,type1
217324039,472014,type1
333222070,462492,type1
333222070,462246,type1
845040004,727070,type1
845040004,612452943,type1
552768118,246510,type1
552768118,52087519,type1
552768118,246510,type1
261678107,413248,type1
744937022,266066,type1
872425940,472014,type1
190433997,423127,type1
757150811,383729,type1
826967496,442642,type1
304296863,373757,type1
789856351,373757,type1
789856352,1356,type1
789856352,432845,type2
789856352,433075,type2
35794949,668331,type2
844139526,668331,type2
950070777,472014,type2
214034409,79461,type2
540746347,422932,type2
743295152,49895,type2
786829671,462503,type2
959120263,202833934,type1
762217869,433032,type1
762217869,557684935,type1
65661952,433082,type1
600985975,638776,type1
631805559,452416,type1
224949837,403627900,type1
295344387,442658,type1
617667450,413037,type1
617667451,413037,type1
740280236,138468,type1
708445364,403235,type1
35858006,275666,type1
939662554,324774,type1
503005367,324774,type1
116852156,599636,type1
71626430,786017,type1
344747000,413225,type1
344747000,413220,type1
535279837,3156062,type1
309640805,195443086,type1
137556138,638776,type1
866839043,442962448,type1
463141627,638753,type1
840672014,638753,type1
38314636,638753,type1
575107588,462068,type1
126644698,835093310,type1
472122,1356,type1
472125,472063,type1
472125,1356,type1
472127,472063,type1
472127,472014,type1
472129,472063,type1
472137,472063,type1
472137,472138,type2
472138,472137,type2
472138,472063,type2
472144,472063,type2
472635,472014,type2
472635,472038,type2
472637,472014,type2
472638,472014,type2
472639,472014,type2
472640,472014,type1
473387,472014,type1
473388,472014,type1
474915,472014,type1
474919,472014,type1
474924,472014,type1
474936,472014,type1
481726,1004,type1
481726,541062,type1
481726,481777,type1
481726,481728,type1
481728,481726,type1
256058,803793619,type1
256058,266075,type1
256058,347507191,type1
256058,580732678,type1
256063,362008414,type1
256067,256463,type1
256106,168208661,type1
256107,862,type1
256128,862,type1
256128,803793619,type1
256128,256010,type1
256128,415113284,type1
256128,521439681,type1
256128,729234307,type1
256128,874536625,type1
256151,982853456,type1
256151,389853508,type1
256151,862813573,type1
256155,240098,type1
256155,803793619,type1
256155,30276984,type1
256155,923612907,type1
256155,553647616,type1
256155,256708,type1
256155,525258361,type1
256155,683849730,type1
256155,723991750,type1
256177,803793619,type1
256177,434822371,type1
256177,663803333,type1
256198,275614,type1
256198,1043,type1
256198,275704,type1
256198,256045,type1
256201,256502,type1
256210,803793619,type1
256210,256010,type1
256210,260648,type1
256222,256010,type1
256231,256010,type1
256231,556854756,type1
256231,132543925,type1
256231,627230788,type1
256234,255976,type1
256242,256485,type1
256263,845,type1
256263,256010,type1
256263,256009,type1
256272,845,type1
256298,257480,type1
256315,256418,type1
256316,845,type1
256327,658574376,type1
256338,256463,type1
256352,4349104,type1
256363,256038,type1
256389,256708,type1
256414,260506,type1
256418,256315,type1
256438,256463,type1
256454,256010,type1
256463,845,type1
256463,266066,type1
256463,256001,type1
256463,265834,type1
256463,256067,type1
256463,668575405,type1
256463,256338,type1
256463,256438,type1
256463,257459,type1
256485,256242,type1
256485,340085638,type1
256500,521700444,type1
256502,256201,type1
256512,255976,type1
256512,236455,type1
256512,236712,type1
256512,236660,type1
256512,236405,type1
256512,534902876,type1
256512,236642,type1
256708,256155,type1
256708,256389,type1
257458,255958,type1
257459,256463,type1
257459,255966,type1
257480,255976,type1
257480,256298,type1
260506,256040,type1
260506,256414,type1
260648,256210,type1
261243,256184,type1
265765,269538,type1
265799,168208659,type1
265803,265884,type1
265810,302942693,type1
265817,265818,type1
265817,632227173,type1
265817,572631626,type1
265818,1043,type1
265818,266001,type1
265818,265840,type1
265818,265817,type1
265827,632227173,type1
265830,632227173,type1
265832,803793619,type1
265834,269563,type1
265834,256463,type1
265840,265818,type1
265847,266066,type1
265849,803793619,type1
265849,269538,type1
265849,269260723,type1
265849,480038469,type1
265849,505229478,type1
265855,269538,type1
265855,265989,type1
265874,1043,type1
265875,266001,type1
541602250,893951,type1
541602250,33309869,type1
541602250,653377582,type1
541602250,202833933,type1
541602250,897225060,type1
541602250,912849,type1
541602250,54136920,type1
541602250,452038953,type1
541602250,223617668,type1
324631564,442962448,type1
584324061,856514595,type1
797109353,433032,type1
494660670,423025,type1
494660670,207271756,type1
393558281,796289136,type1
392373882,511134402,type1
392373882,695490820,type1
192555966,303882989,type1
192555966,227756061,type1
851289754,501634,type1
897733154,79383,type1
26017957,26017958,type1
26017958,79549,type1
26017958,79435,type1
26017958,79368,type1
26017958,26017957,type1
26017958,79692,type1
379202545,214160492,type1
379202545,874771,type1
889260374,226544,type1
639959859,413373,type1
148277399,20487,type1
148277399,3911647,type1
148277400,20487,type1
148277400,3911647,type1
992830,992073,type1
991408,992080,type1
865878062,845,type1
629167850,599926,type1
23240266,433032,type1
23240266,680072866,type1
410517750,433032,type1
410517750,222138654,type1
981889086,433032,type1
981889086,456321707,type1
393691694,433032,type1
393691694,538911200,type2
573484325,207100,type2
480714924,136661131,type2
480714925,759079303,type2
582578935,413356,type2
286718069,776181,type2
786551142,471971,type2
808098069,324673,type2
808098070,109248,type2
367991210,472014,type2
46154574,619239399,type2
46154574,503121452,type2
54214302,423025,type2
54214302,856514595,type2
54214302,529700371,type2
54214303,18271457,type1
54214303,856514595,type1
54214303,103808101,type1
54214303,423025,type1
117737330,433032,type1
117737330,222138654,type1
177271381,423025,type1
177271381,432900,type1
989554833,796289136,type1
17658595,129678075,type1
17658595,379689234,type1
17658595,195325998,type1
17658595,619164,type1
17658595,543726022,type1
57893804,129678075,type1
57893804,56567731,type1
57893804,648614,type1
57893804,405745229,type1
57893805,129678075,type1
57893805,648792,type1
57893805,648670,type2
57893805,125566441,type2
57893805,927221529,type2
911351381,129678075,type2
911351381,319432673,type2
911351382,652445664,type2
911351382,944349915,type2
911351382,944349914,type2
911351382,648789,type2
911351382,648792,type2
911351382,648555,type2
273861891,472014,type1
441559175,413044,type1
441559176,403285,type1
827972417,324771,type1
507461,501638,type1
507480,491561,type1
511151,511401,type1
511151,511319,type1
511155,511314,type1
511155,511182,type1
511155,511236,type1
511155,511158,type1
511158,511155,type1
511166,511268,type1
511182,511155,type1
511185,1001887,type1
511189,844944,type1
511189,844879,type1
511190,1001887,type1
511190,971703785,type1
511201,196789404,type1
511218,837,type1
511222,511319,type1
511224,511325,type1
511224,511225,type1
511225,511224,type1
511235,177302800,type1
511236,511155,type1
511260,511381,type1
511262,511263,type1
511263,511262,type1
511268,511166,type1
511268,347812262,type1
511314,511155,type1
511319,511151,type1
511319,511222,type1
511325,511224,type1
511340,511343,type1
511343,511340,type1
511345,511381,type1
511347,1001887,type1
511357,196789404,type1
511363,177302800,type1
511363,609367,type1
511363,609420,type1
511363,609444,type1
511363,609484,type1
511363,609292,type1
511378,511379,type1
511378,511379,type1
511379,511381,type1
511379,513402,type1
511379,511378,type1
511381,1224,type1
511381,511379,type1
511381,511385,type1
511381,520960,type1
511381,520977,type1
511381,520990,type1
511381,521043,type1
511381,521078,type1
511381,521131,type1
511381,521138,type1
511381,521162,type1
511381,501434,type1
511381,511260,type1
511385,511381,type1
511401,511151,type1
511406,1224,type1
511406,614577,type1
511406,844957,type1
511406,614851,type1
511406,845013,type1
511406,609393,type1
511414,1001887,type1
511893,520998,type1
513402,511379,type1
513402,511379,type1
514912,164618012,type1
514912,164618014,type1
514912,164618015,type1
514912,164618016,type1
514912,164618011,type1
520960,511381,type1
520977,1224,type1
520977,511381,type1
520990,511381,type1
520998,196789404,type1
520998,520985,type1
520998,380702853,type1
520998,511893,type1
520998,523226,type1
520998,521707,type1
520998,307220778,type1
520998,177059114,type1
520998,820631036,type1
520998,525482,type1
520998,525483,type1
520998,773739435,type1
521035,521046,type1
521043,511381,type1
521046,521035,type1
521078,511381,type1
521131,511381,type1
521138,511381,type1
521162,511381,type1
521707,520998,type1
521707,177059114,type1
523226,520998,type1
525482,520998,type1
525483,520998,type1
530767,531126,type1
530767,530797,type1
530767,531104,type1
530768,1046,type1
530768,531016,type1
530768,540999,type1
530771,530772,type1
530772,530771,type1
530778,530917,type1
530787,540815,type1
530788,530826,type1
530794,530807,type1
530797,530767,type1
530798,231467659,type1
530807,541062,type1
530807,1046,type1
530807,530794,type1
530824,200345143,type1
530824,404148110,type1
530826,1046,type1
530826,531074,type1
530826,531036,type1
530826,530788,type1
530826,531093,type1
530826,530962,type1
530834,530835,type1
530835,1046,type1
530835,530834,type1
530843,530871,type1
530843,531124,type1
530843,531117,type1
530843,531003,type1
530843,179549802,type1
530845,530852,type1
530852,1046,type1
530852,530845,type1
530870,531011,type1
530871,530843,type1
530871,531025,type1
530871,531061,type1
530871,721831063,type1
530906,1046,type1
530907,540591,type1
530917,531113,type1
530917,531152,type1
530917,530778,type1
530962,530826,type1
530974,530975,type1
530975,530974,type1
531003,531025,type1
531011,530870,type1
531013,991364,type1
531013,391966942,type1
531013,391966943,type1
531013,65323470,type1
531013,82145424,type1
531016,530768,type1
531023,531114,type1
531025,531003,type1
531025,530871,type1
531026,1046,type1
531028,540591,type1
531036,530826,type1
531048,1046,type1
531048,531049,type1
531048,531075,type1
531049,1046,type1
531049,531048,type1
531061,530871,type1
531061,622079673,type1
531074,530826,type1
531075,531048,type1
531093,530826,type1
531102,531114,type1
531104,530767,type1
531104,231467659,type1
531104,786052705,type1
531113,1046,type1
531113,531114,type1
531113,678468433,type1
531113,530917,type1
531114,531113,type1
531114,531102,type1
531114,531023,type1
531117,530843,type1
531117,531124,type1
531124,531117,type1
531124,531003,type1
531124,530843,type1
531126,530767,type1
531152,530917,type1
531154,531155,type1
531155,1046,type1
531155,531154,type1
536101,1001898,type1
536129,1001898,type1
440618978,149334673,type1
676201591,815,type1
676201591,403181,type1
676201591,413079,type1
248622162,422859,type1
30774368,874621,type1
30774368,912964,type1
413309734,191400484,type1
413309737,894019,type1
413309738,912849,type1
413309738,223856812,type1
413309738,266535322,type1
223856812,413309738,type1
223856812,912849,type1
223856812,266535322,type1
967215409,423025,type1
967215409,422863,type1
967215409,327838685,type1
967215409,165546433,type1
967215409,635795593,type1
190648274,373732,type1
17634131,912849,type1
156165259,589748,type1
503777175,423025,type1
180252821,589748,type1
728422856,973041325,type1
895916364,462503,type1
556346241,226603,type1
869803559,11924821,type1
869803559,433032,type1
987440325,472014,type1
318069073,727172,type1
529754544,373778,type1
529754545,393480,type1
794072270,266021,type1
319990513,433073,type2
489630692,422995,type2
489630692,443253553,type2
881000319,413174,type2
881000319,418202453,type2
650519758,413333,type2
72453468,315223,type2
178030496,315223,type2
119729285,315223,type2
697765430,305068,type2
908696791,314921,type2
907258688,314921,type2
574081707,599479,type2
707467453,502866838,type2
707467453,423025,type2
194521550,599971,type1
194521550,808255902,type1
194521550,218806479,type1
194521550,599973,type1
194521550,905386158,type1
236026498,472014,type1
464482219,540726,type1
464482220,373778,type1
464482221,540789,type1
110978357,471971,type1
630799745,79574,type1
195443086,736963,type1
195443086,309640805,type1
195443086,535977538,type1
195443086,442642787,type1
832482572,423025,type1
207490748,432752,type2
824486497,433032,type2
824486497,11924823,type2
824486497,615138225,type2
824486497,260329425,type2
824486497,220742115,type2
824486497,753612858,type2
824486497,723728396,type2
96282639,599777,type2
23296898,550759,type2
23296898,511189,type2
481742,196789404,type2
481777,481726,type2
481782,196789404,type2
481815,481896,type2
481818,481865,type2
481818,1004,type1
481818,196789404,type1
481818,266589967,type1
481857,1004,type1
481861,185859210,type1
481865,483974,type1
481865,481818,type1
481865,197488,type1
481896,481815,type1
481896,1004,type1
481900,196789404,type1
481935,196789404,type1
481982,196789404,type1
481987,481798,type1
482027,481798,type1
483974,481865,type1
491512,531279448,type1
491520,491669,type2
491520,494582,type2
491520,494625,type2
491526,491669,type2
938515635,79461,type2
873891351,422932,type2
587835546,784987444,type2
587835546,867414858,type2
587835546,422835,type2
587835546,423075,type2
587835546,423089,type2
587835546,422843,type2
587835546,423025,type2
228359733,727172,type2
897256486,550944,type2
97294452,579885,type2
312715518,373778,type2
636775194,69507,type2
177924141,727163,type2
177924141,455482664,type2
720198157,579885,type2
720198157,807514119,type2
80606012,89261,type2
954340915,579885,type2
773761100,579885,type2
773761100,89350791,type2
485712934,422914,type2
485712934,943743265,type2
342847225,432901,type2
272860363,560221,type2
568496340,433032,type2
568496340,538911200,type2
678593934,413076,type2
235928441,442454,type2
267084998,540948,type2
267084998,540591,type2
700578305,109248,type2
599902893,433032,type1
599902893,809159706,type1
232755444,79431,type1
503873393,933683602,type1
710805922,413323,type1
441331251,413323,type1
467551058,197427,type1
86666894,442629,type1
706911859,89114,type1
729234307,256128,type1
916046175,462153,type1
339756240,266021,type1
38100986,315216,type2
720762964,462258,type2
886501855,687968,type2
814125747,413266,type2
178686122,452457,type2
535977538,195443086,type2
375710890,423025,type2
622606468,302890394,type2
622606468,423013,type2
622606468,422811,type2
622606468,236970356,type2
622606468,426615,type2
622606468,423025,type2
622606468,426613,type2
622606468,423087,type2
622606468,697163696,type2
622606468,422932,type2
622606468,175815320,type2
622606468,438803,type2
622606468,422833,type2
622606468,426614,type2
622606468,423093,type1
622606468,422936,type1
119040454,462227,type1
119040454,462492,type1
480057748,856514595,type1
104728999,82519025,type1
703547396,91357,type1
989985175,79420,type1
362185575,383698,type1
362185575,157878,type1
305199887,373732,type1
321867660,373732,type1
154462177,796289136,type1
566364108,433032,type1
566364108,538911200,type1
945930913,796289136,type1
945930914,796289136,type1
945930915,433032,type1
945930915,188321148,type1
945930915,538911200,type1
945930916,874621,type2
945930916,681842440,type2
945930916,360499819,type2
945930916,156485252,type2
945930916,960751425,type2
945930916,882947620,type2
945930916,639153005,type2
945930916,719936357,type2
945930916,879396033,type2
945930916,886029329,type2
945930916,960751427,type2
945930916,719936356,type2
945930916,90291125,type2
945930916,90291126,type2
945930916,130506467,type2
945930916,960751426,type2
945930916,960751428,type2
945930916,130506468,type2
945930916,967348568,type2
945930916,156485251,type2
945930916,897975988,type2
945930916,605179374,type1
945930916,719936358,type1
945930916,767860328,type1
945930916,179295730,type1
945930916,897975989,type1
287060405,874621,type1
287060405,767860328,type1
287060405,828352080,type1
287060405,310869662,type1
287060405,185814199,type1
287060405,763257295,type1
287060405,331679526,type1
287060405,588149003,type1
287060405,179295730,type1
287060405,516671863,type1
287060405,301732141,type1
879396033,874621,type1
879396033,882947620,type1
879396033,945930916,type1
879396033,605179374,type1
879396033,897975988,type1
639153005,874621,type1
639153005,882947620,type1
639153005,945930916,type1
605179374,874621,type1
605179374,882947620,type1
605179374,945930916,type1
605179374,879396033,type1
828352080,874621,type1
828352080,767860328,type1
828352080,588149003,type1
828352080,301732141,type1
828352080,331679526,type1
828352080,516671863,type1
828352080,287060405,type1
828352080,763257295,type1
828352080,179295730,type1
828352080,185814199,type1
828352080,310869662,type1
375818871,403280,type1
375818871,544641873,type1
375818871,786052704,type1
375818871,831144251,type1
375818871,413107,type1
375818871,413192,type1
375818871,403248,type1
375818871,413316,type1
375818871,413044,type1
375818871,416769,type1
577784362,255950,type1
423813718,383745,type1
596384814,409214,type1
596384814,403212,type1
596384814,403206,type1
596384814,502042016,type1
586635000,894019,type1
586635001,874772,type1
721831063,530871,type1
407809787,407809788,type1
407809788,407809787,type1
142050652,167698,type1
830662330,413298,type2
870993210,383781,type2
505226457,423025,type2
427880377,203193875,type2
837078212,502866838,type2
837078212,423025,type2
359131497,472014,type2
80227978,550406,type2
80227978,550506,type2
196789404,501555,type2
196789404,481742,type1
196789404,481782,type1
196789404,481818,type1
196789404,520998,type1
196789404,501357,type1
196789404,481900,type1
196789404,481935,type1
196789404,481982,type1
196789404,491585,type1
196789404,501482,type1
196789404,501380,type1
196789404,491687,type1
196789404,511201,type1
196789404,491703,type1
196789404,491741,type1
196789404,501347,type1
196789404,491615,type1
196789404,511357,type1
196789404,501489,type1
196789404,501337,type1
327730568,863815,type1
170572802,462213,type1
170572802,462462,type1
170572803,491678,type1
157793747,344376,type1
509519514,462492,type1
509519514,776618356,type2
509519515,452416,type2
758001563,678179,type2
524305133,678179,type2
21234998,836839127,type2
9429980,942998,type2
463803480,981503,type2
463803480,727070,type2
463803480,766,type2
537585744,423025,type2
402082165,423025,type2
402082165,679976755,type2
810796635,236400,type2
537979353,383706,type1
122702818,393480,type1
943743265,423025,type1
943743265,432900,type1
943743265,485712934,type1
943743265,422914,type1
943743265,413012,type1
943743265,413178,type1
894852237,433032,type1
894852237,984330150,type1
89429547,687968,type1
595928541,413266,type1
595928541,413258,type1
442642787,195443086,type1
918126100,786050,type1
576206943,599587,type1
942647940,540905,type1
408217405,579920,type1
408217405,579910,type1
55405152,599987,type1
83424586,845,type1
977603752,660988416,type1
310115518,579885,type1
170529772,589748,type1
444064177,472014,type1
557240924,472014,type1
835775076,472014,type1
835775077,472014,type1
581862460,90720956,type1
69910488,423013,type1
391761931,383816,type1
193679552,491741,type1
582667281,344341,type1
582667283,570531,type1
678263113,442650,type1
435270670,922693,type1
435270672,922693,type1
939167121,462086,type1
436085826,462086,type1
645857331,795348768,type1
410216617,922704,type1
410216617,337124895,type1
410216617,922653,type1
410216617,922617,type1
410216617,522588456,type1
410216617,922740,type1
410216617,453674631,type1
35475912,837,type1
35475912,648644,type1
35475912,648748,type1
35475912,648695,type1
35475912,638915,type1
35475912,639016,type1
35475912,638996,type1
35475912,639167,type1
35475912,648801,type1
35475912,639013,type1
978527351,863766,type1
978527351,884173,type1
376215160,599747,type1
376215160,599947,type1
999951524,413288,type1
