from,timePeriodsKeys
461581651,"classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine"
180589624,hellenistic-republican
937547557,"hellenistic-republican,roman"
937547559,roman
782688268,"old-kingdom-egypt,new-kingdom-egypt"
167879,roman
167919,"hellenistic-republican,roman,late-antique,modern"
167922,"hellenistic-republican,roman"
167922,"hellenistic-republican,roman"
167966,"roman,late-antique,twenty-first-ce"
167966,"roman,late-antique,twenty-first-ce"
167966,"roman,late-antique,twenty-first-ce"
169130,"roman,late-antique"
169130,"roman,late-antique"
169140,"roman,late-antique"
171389,"roman,late-antique"
171392,"roman,late-antique"
171392,"roman,late-antique"
171402,"roman,late-antique"
171405,"roman,late-antique"
171405,"roman,late-antique"
171435,"roman,late-antique"
177434,"hellenistic-republican,roman"
177441,"roman,late-antique,modern"
177441,"roman,late-antique,modern"
177453,"roman,late-antique"
177460,"roman,late-antique,modern"
177471,"hellenistic-republican,roman,late-antique,modern"
177473,"hellenistic-republican,roman"
177494,"hellenistic-republican,roman,late-antique,modern"
177494,"hellenistic-republican,roman,late-antique,modern"
177494,"hellenistic-republican,roman,late-antique,modern"
177494,"hellenistic-republican,roman,late-antique,modern"
177494,"hellenistic-republican,roman,late-antique,modern"
177494,"hellenistic-republican,roman,late-antique,modern"
177495,"roman,roman-early-empire-late-antique,late-antique,modern"
177496,"hellenistic-republican,roman,late-antique,modern"
177508,"hellenistic-republican,roman,modern"
177508,"hellenistic-republican,roman,modern"
177508,"hellenistic-republican,roman,modern"
177514,"classical,hellenistic-republican,roman,late-antique,modern"
177516,"roman,late-antique,modern"
177528,"hellenistic-republican,roman,late-antique,modern"
177528,"hellenistic-republican,roman,late-antique,modern"
177528,"hellenistic-republican,roman,late-antique,modern"
177533,"hellenistic-republican,roman"
177534,"hellenistic-republican,roman"
177534,"hellenistic-republican,roman"
177544,roman
177555,"hellenistic-republican,roman,late-antique,modern"
177555,"hellenistic-republican,roman,late-antique,modern"
177555,"hellenistic-republican,roman,late-antique,modern"
177555,"hellenistic-republican,roman,late-antique,modern"
177564,"hellenistic-republican,roman,late-antique"
177565,"hellenistic-republican,roman,late-antique"
177565,"hellenistic-republican,roman,late-antique"
177565,"hellenistic-republican,roman,late-antique"
177565,"hellenistic-republican,roman,late-antique"
177568,"roman,late-antique,modern"
177572,"hellenistic-republican,roman"
177577,"hellenistic-republican,roman,late-antique,modern"
177577,"hellenistic-republican,roman,late-antique,modern"
177589,"hellenistic-republican,roman"
177603,"hellenistic-republican,roman,late-antique,modern"
177603,"hellenistic-republican,roman,late-antique,modern"
177624,"roman,late-antique,modern"
177631,"roman,late-antique,modern"
177637,"hellenistic-republican,roman,late-antique"
177656,"hellenistic-republican,roman,modern"
177657,"hellenistic-republican,roman,late-antique,modern"
177657,"hellenistic-republican,roman,late-antique,modern"
177657,"hellenistic-republican,roman,late-antique,modern"
177657,"hellenistic-republican,roman,late-antique,modern"
177657,"hellenistic-republican,roman,late-antique,modern"
177661,"hellenistic-republican,roman,late-antique,modern"
180449,"roman,late-antique"
180449,"roman,late-antique"
180449,"roman,late-antique"
180449,"roman,late-antique"
180449,"roman,late-antique"
180449,"roman,late-antique"
180479,"roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
18271457,"archaic,classical,hellenistic-republican,roman,late-antique"
187242,"roman,late-antique,modern"
187264,"roman,late-antique,modern"
187264,"roman,late-antique,modern"
187265,"roman,late-antique,modern"
187269,
187287,"roman,late-antique"
187290,"hellenistic-republican,roman,late-antique"
187290,"hellenistic-republican,roman,late-antique"
187290,"hellenistic-republican,roman,late-antique"
187290,"hellenistic-republican,roman,late-antique"
187302,"roman,late-antique"
187308,late-antique
187335,"hellenistic-republican,roman,late-antique,modern"
187338,"hellenistic-republican,roman"
187338,"hellenistic-republican,roman"
187338,"hellenistic-republican,roman"
187339,roman
187383,"roman,late-antique"
187386,"roman,late-antique,modern"
187394,"roman,late-antique"
187430,"roman,late-antique,modern"
187454,"roman,late-antique"
187457,modern
187490,"roman,late-antique"
187501,late-antique
187501,late-antique
187505,"roman,late-antique"
187516,"roman,late-antique"
187523,"roman,late-antique"
187523,"roman,late-antique"
187528,late-antique
187531,"roman,late-antique"
187537,"roman,late-antique,modern"
187578,"hellenistic-republican,roman,late-antique,modern"
187578,"hellenistic-republican,roman,late-antique,modern"
187578,"hellenistic-republican,roman,late-antique,modern"
187578,"hellenistic-republican,roman,late-antique,modern"
187578,"hellenistic-republican,roman,late-antique,modern"
187578,"hellenistic-republican,roman,late-antique,modern"
187578,"hellenistic-republican,roman,late-antique,modern"
187578,"hellenistic-republican,roman,late-antique,modern"
187578,"hellenistic-republican,roman,late-antique,modern"
187583,"roman,late-antique,modern"
187585,"roman,modern"
187585,"roman,modern"
187585,"roman,modern"
187585,"roman,modern"
187585,"roman,modern"
187588,modern
187588,modern
188000,"roman,late-antique"
188755,"roman,late-antique"
188756,"roman,late-antique"
188762,"roman,late-antique"
191775,"roman,late-antique,modern"
191776,"roman,late-antique,modern"
194068,"hellenistic-republican,roman"
197070,"roman,late-antique"
197102,"hellenistic-republican,roman,late-antique"
197108,"roman,late-antique,modern"
197113,"roman,late-antique,modern"
197119,"roman,late-antique"
197122,"classical,hellenistic-republican,roman,late-antique"
197123,"classical,hellenistic-republican,modern"
197123,"classical,hellenistic-republican,modern"
197123,"classical,hellenistic-republican,modern"
197123,"classical,hellenistic-republican,modern"
197124,"classical,hellenistic-republican,roman,late-antique"
197124,"classical,hellenistic-republican,roman,late-antique"
197130,"roman,late-antique,modern"
197130,"roman,late-antique,modern"
197134,"classical,hellenistic-republican,roman,late-antique"
197134,"classical,hellenistic-republican,roman,late-antique"
197135,modern
197135,modern
197135,modern
197139,"hellenistic-republican,roman,late-antique"
197177,modern
197178,"classical,hellenistic-republican,roman,modern"
197178,"classical,hellenistic-republican,roman,modern"
197184,"hellenistic-republican,roman,late-antique"
197184,"hellenistic-republican,roman,late-antique"
197205,modern
197210,"hellenistic-republican,roman"
197211,modern
197222,late-antique
197224,"classical,hellenistic-republican,roman,late-antique,modern"
197224,"classical,hellenistic-republican,roman,late-antique,modern"
197229,"roman,late-antique"
197234,modern
197234,modern
197235,"hellenistic-republican,roman,late-antique"
197240,
197242,"classical,hellenistic-republican,roman"
197243,"classical,hellenistic-republican,roman"
197248,modern
197253,modern
197253,modern
197253,modern
197253,modern
197257,"classical,hellenistic-republican,modern"
197258,"hellenistic-republican,roman,late-antique,modern"
197271,modern
197272,"hellenistic-republican,roman,late-antique"
197272,"hellenistic-republican,roman,late-antique"
197273,"roman,late-antique,modern"
197280,"roman,late-antique"
197312,"hellenistic-republican,roman,late-antique,modern"
197312,"hellenistic-republican,roman,late-antique,modern"
197329,"classical,hellenistic-republican,roman,late-antique,modern"
197340,"classical,hellenistic-republican"
197342,"roman,late-antique,modern"
197353,"classical,hellenistic-republican,roman,late-antique"
197353,"classical,hellenistic-republican,roman,late-antique"
197353,"classical,hellenistic-republican,roman,late-antique"
197353,"classical,hellenistic-republican,roman,late-antique"
197356,"roman,late-antique,modern"
197360,"roman,late-antique"
197365,"hellenistic-republican,roman,modern"
197365,"hellenistic-republican,roman,modern"
197389,"roman,roman-early-empire-late-antique,late-antique,modern"
197405,"hellenistic-republican,roman,late-antique"
197408,"roman,late-antique"
197421,"classical,hellenistic-republican"
197427,"hellenistic-republican,roman,late-antique,modern"
197427,"hellenistic-republican,roman,late-antique,modern"
197427,"hellenistic-republican,roman,late-antique,modern"
197433,"classical,hellenistic-republican,roman,late-antique"
197434,"classical,hellenistic-republican,roman,late-antique,modern"
197434,"classical,hellenistic-republican,roman,late-antique,modern"
197434,"classical,hellenistic-republican,roman,late-antique,modern"
197446,"roman,late-antique"
197448,"hellenistic-republican,roman,late-antique,modern"
197448,"hellenistic-republican,roman,late-antique,modern"
197448,"hellenistic-republican,roman,late-antique,modern"
197448,"hellenistic-republican,roman,late-antique,modern"
197448,"hellenistic-republican,roman,late-antique,modern"
197448,"hellenistic-republican,roman,late-antique,modern"
197448,"hellenistic-republican,roman,late-antique,modern"
197459,"classical,hellenistic-republican,roman,late-antique,modern"
197459,"classical,hellenistic-republican,roman,late-antique,modern"
197471,"hellenistic-republican,roman,late-antique"
197472,"roman,modern"
197473,"roman,late-antique"
197483,modern
197488,"hellenistic-republican,roman,late-antique,modern"
197488,"hellenistic-republican,roman,late-antique,modern"
197488,"hellenistic-republican,roman,late-antique,modern"
197488,"hellenistic-republican,roman,late-antique,modern"
197488,"hellenistic-republican,roman,late-antique,modern"
197488,"hellenistic-republican,roman,late-antique,modern"
197488,"hellenistic-republican,roman,late-antique,modern"
197488,"hellenistic-republican,roman,late-antique,modern"
197488,"hellenistic-republican,roman,late-antique,modern"
197488,"hellenistic-republican,roman,late-antique,modern"
197501,"roman,late-antique,modern"
197501,"roman,late-antique,modern"
197504,"classical,hellenistic-republican,roman,late-antique,modern"
197524,"roman,late-antique,modern"
197541,"hellenistic-republican,roman,late-antique"
197583,"roman,late-antique,modern"
197814,"roman,late-antique"
197815,"roman,late-antique"
197821,"roman,late-antique"
197826,"roman,late-antique"
197828,"roman,late-antique"
199325,"roman,late-antique"
200082,"roman,late-antique"
200083,"roman,late-antique"
200104,"roman,late-antique"
20406,late-antique
20419,"roman,modern"
20419,"roman,modern"
20419,"roman,modern"
20419,"roman,modern"
20419,"roman,modern"
20420,"roman,modern"
20420,"roman,modern"
20420,"roman,modern"
20420,"roman,modern"
20420,"roman,modern"
20420,"roman,modern"
20420,"roman,modern"
20420,"roman,modern"
20420,"roman,modern"
20420,"roman,modern"
20420,"roman,modern"
20469,"roman,modern"
20469,"roman,modern"
20469,"roman,modern"
20469,"roman,modern"
20469,"roman,modern"
20469,"roman,modern"
20469,"roman,modern"
20469,"roman,modern"
20469,"roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20487,"hellenistic-republican,roman,modern"
20489,"roman,late-antique"
20493,"roman,modern"
20493,"roman,modern"
20493,"roman,modern"
20493,"roman,modern"
20493,"roman,modern"
20586,"roman,modern"
20614,roman
20618,"roman,modern"
20618,"roman,modern"
20624,"roman,modern"
20624,"roman,modern"
20639,"hellenistic-republican,roman,late-antique,modern"
206874,"roman,late-antique"
206938,"roman,late-antique"
206938,"roman,late-antique"
207001,"roman,late-antique"
460428554,"iron-age-britain,modern"
511968274,iron-age-britain
587082458,"roman-early-empire-late-antique,modern"
44626252,"ubaid,ubaid-early-dynastic-ii-mesopotamia,4th-millenium-bce,3rd-millennium-bc,early-dynastic-mesopotamia,akkadian-ur-iii-mesopotamia,2nd-millenium-bce,old-babylonian-assyrian-mesopotamia,modern"
44626252,"ubaid,ubaid-early-dynastic-ii-mesopotamia,4th-millenium-bce,3rd-millennium-bc,early-dynastic-mesopotamia,akkadian-ur-iii-mesopotamia,2nd-millenium-bce,old-babylonian-assyrian-mesopotamia,modern"
44626252,"ubaid,ubaid-early-dynastic-ii-mesopotamia,4th-millenium-bce,3rd-millennium-bc,early-dynastic-mesopotamia,akkadian-ur-iii-mesopotamia,2nd-millenium-bce,old-babylonian-assyrian-mesopotamia,modern"
874325,"hellenistic-republican,roman"
541774889,roman
372624618,roman
620190392,roman
19985870,"hellenistic-roman-early-empire,modern"
19985870,"hellenistic-roman-early-empire,modern"
45635759,modern
45635759,modern
45635759,modern
45635759,modern
45635759,modern
45635759,modern
45635759,modern
45635759,modern
45635759,modern
983306646,"2nd-millenium-bce,archaic"
447888851,"4th-millenium-bce,3rd-millennium-bc"
954023893,hellenistic-republican
954023893,hellenistic-republican
954023893,hellenistic-republican
630423237,"roman,modern"
630423237,"roman,modern"
873367356,hellenistic-roman-early-empire
873367356,hellenistic-roman-early-empire
873367356,hellenistic-roman-early-empire
601039654,
601039654,
601039654,
771100775,
771100775,
771100775,
771100775,
771100775,
771100775,
771100775,
771100775,
771100775,
771100776,"2nd-millenium-bce,middleminoan,modern"
991384,
991384,
991384,
991384,
991391,
991318,
991353,
991353,
991353,
1001917,
745866777,"hellenistic-roman-early-empire,modern"
215721934,roman-early-empire-late-antique
215721934,roman-early-empire-late-antique
776618356,2nd-millenium-bce
776618356,2nd-millenium-bce
633455581,"roman,twenty-first-ce"
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302800,
177302801,
177302801,
793723815,"hellenistic-roman-early-empire,modern"
793723815,"hellenistic-roman-early-empire,modern"
502869645,2nd-millenium-bce
662780947,"sicilian-bronze-advanced,modern,twentieth-ce,twenty-first-ce"
662780947,"sicilian-bronze-advanced,modern,twentieth-ce,twenty-first-ce"
662780948,modern
662780948,modern
823499277,"roman-britain,twenty-first-ce"
118337619,"classical,hellenistic-republican,roman,modern"
118337620,"hellenistic-republican,modern"
668575405,"late-antique,modern"
668575405,"late-antique,modern"
668575405,"late-antique,modern"
802568386,roman
135066932,"old-babylonian-assyrian-mesopotamia,later-2nd-millennium-bc-mesopotamia,early-1st-millennium-mesopotamia,neo-assyrian-babylonian-middle-east"
863745,"urartian-eastern-anatolia,archaic,classical,hellenistic-republican,roman,late-antique"
863766,"classical,roman"
863766,"classical,roman"
863785,"classical,hellenistic-republican"
863795,"archaic,classical,hellenistic-republican,roman,late-antique"
863799,"hellenistic-republican,roman,late-antique"
863807,"hellenistic-republican,roman,late-antique"
863807,"hellenistic-republican,roman,late-antique"
863822,"urartian-eastern-anatolia,hellenistic-republican,roman"
863825,"hellenistic-republican,roman"
863840,"hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,proto-byzantine,persian-medieval-caucasus,abassid-middle-east,early-medieval-caucasus,perso-ottoman-russian-caucasus,safavid-middle-east,late-ottoman-empire,modern-middle-east"
863908,"archaic,classical,modern"
863911,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine"
863911,"archaic,classical,hellenistic-republican,roman,late-antique,mediaeval-byzantine"
866018,roman
874294,"roman,modern"
874303,roman
874304,late-antique
874304,late-antique
874316,"urartian-eastern-anatolia,classical,late-antique"
874316,"urartian-eastern-anatolia,classical,late-antique"
874341,"elamite-western-iran,early-dynastic-mesopotamia,old-babylonian-assyrian-mesopotamia,middle-bronze-early-iron-age-iran,later-2nd-millennium-bc-mesopotamia,1200-bc-middle-east,archaic,neo-assyrian-babylonian-middle-east,classical,achaemenid-middle-east,hellenistic-republican,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,proto-byzantine,persian-medieval-caucasus,abassid-middle-east,middle-byzantine,early-medieval-caucasus,seljuq-khwarezmian-middle-east,khwarezmian-middle-east,crusader-byzantine-seljuq-middle-east,ilkhanate-middle-east,mongol-middle-east,timurid-middle-east,1500-ad-middle-east,perso-ottoman-russian-caucasus,safavid-middle-east,ottoman-empire,late-ottoman-empire,modern,ottoman-decline-mandate-middle-east,modern-middle-east"
874355,"hellenistic-republican,roman,late-antique,modern"
874371,"roman,late-antique"
874398,"neo-assyrian-babylonian-middle-east,hellenistic-republican,roman"
874402,late-antique
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874458,"archaic,neo-assyrian-babylonian-middle-east,classical,modern,modern-middle-east"
874545,"classical,achaemenid-middle-east,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,persian-medieval-caucasus,early-medieval-caucasus,modern,modern-middle-east"
874545,"classical,achaemenid-middle-east,hellenistic-middle-east,roman-middle-east,roman,roman-early-empire-parthian-middle-east,transition-roman-early-empire-late-antique,late-antique,late-antique-sasanian-middle-east,persian-medieval-caucasus,early-medieval-caucasus,modern,modern-middle-east"
874593,"classical,hellenistic-republican,roman,late-antique,modern,twenty-first-ce"
874593,"classical,hellenistic-republican,roman,late-antique,modern,twenty-first-ce"
874609,"later-2nd-millennium-bc-mesopotamia,1200-bc-middle-east,classical,roman,late-antique,persian-medieval-caucasus,caliphate-umayyad-middle-east,abassid-middle-east,samanid-ghaznavid-iran,middle-byzantine,early-medieval-caucasus,seljuq-khwarezmian-middle-east,ilkhanate-middle-east,mongol-middle-east,ottoman-rise,timurid-middle-east,early-ottoman-empire,1500-ad-middle-east,perso-ottoman-russian-caucasus,safavid-middle-east,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east"
874609,"later-2nd-millennium-bc-mesopotamia,1200-bc-middle-east,classical,roman,late-antique,persian-medieval-caucasus,caliphate-umayyad-middle-east,abassid-middle-east,samanid-ghaznavid-iran,middle-byzantine,early-medieval-caucasus,seljuq-khwarezmian-middle-east,ilkhanate-middle-east,mongol-middle-east,ottoman-rise,timurid-middle-east,early-ottoman-empire,1500-ad-middle-east,perso-ottoman-russian-caucasus,safavid-middle-east,ottoman-empire,late-ottoman-empire,ottoman-decline-mandate-middle-east,modern-middle-east"
874614,"hellenistic-republican,roman,late-antique"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
874621,"akkadian-ur-iii-mesopotamia,2nd-millenium-bce,early-1st-millennium-mesopotamia,archaic,neo-assyrian-babylonian-middle-east,classical,hellenistic-republican,roman,late-antique,ottoman-empire-2,modern"
